onset	duration	sample	type	value
48.2223735236294	0.139682539600005	57867.8482283553	phoneme_onset_01	"W"
48.3620560632294	0.189569160999999	58035.4672758753	phoneme_onset_01	"IY0"
48.5516252242294	0.229478458100002	58262.9502690753	phoneme_onset_01	"Z"
48.7811036823294	0.109750566899996	58538.3244187953	word_onset_01	"sp"
48.7811036823294	0.109750566899996	58538.3244187953	phoneme_onset_01	"sp"
48.8908542492294	0.0798185941000035	58670.0250990753	word_onset_01	"THE"
48.8908542492294	0.049886621300005	58670.0250990753	phoneme_onset_01	"DH"
48.9407408705294	0.0299319727999985	58729.8890446353	phoneme_onset_01	"AH0"
48.9706728433294	0.429024943299998	58765.8074119953	word_onset_01	"WOMAN"
48.9706728433294	0.169614512499999	58765.8074119953	phoneme_onset_01	"W"
49.1402873558294	0.0299319727999985	58969.3448269953	phoneme_onset_01	"UH1"
49.1702193286294	0.0997732425999978	59005.2631943553	phoneme_onset_01	"M"
49.2699925712294	0.0299319728000046	59124.9910854753	phoneme_onset_01	"AH0"
49.2999245440294	0.0997732425999978	59160.9094528353	phoneme_onset_01	"N"
49.3996977866294	1.4267573696	59280.6373439553	word_onset_01	"sp"
49.3996977866294	1.4267572698	59280.6373439553	phoneme_onset_01	"sp"
50.8264551562294	0.209523809500006	60992.7461874753	word_onset_01	"I"
50.8264551562294	0.209523809500006	60992.7461874753	phoneme_onset_01	"AY1"
51.0359789657294	0.109750566899996	61244.1747588753	word_onset_01	"HAVE"
51.0359789657294	0.0299319727999985	61244.1747588753	phoneme_onset_01	"HH"
51.0659109385294	0.0299319727999985	61280.0931262353	phoneme_onset_01	"AE1"
51.0958429113294	0.0498866212999989	61316.0114935953	phoneme_onset_01	"V"
51.1457295326294	0.598639455799997	61375.8754391553	word_onset_01	"SELDOM"
51.1457295326294	0.149659863999999	61375.8754391553	phoneme_onset_01	"S"
51.2953893966294	0.0598639456000031	61555.4672759553	phoneme_onset_01	"EH1"
51.3552533422294	0.119727891099998	61627.3040106753	phoneme_onset_01	"L"
51.4749812333294	0.0299319727999985	61770.9774799953	phoneme_onset_01	"D"
51.5049132061294	0.0498866212999989	61806.8958473553	phoneme_onset_01	"AH0"
51.5547998274294	0.189569160999999	61866.7597929153	phoneme_onset_01	"M"
51.7443689884294	0.0498866212999989	62094.2427861153	word_onset_01	"sp"
51.7443689884294	0.0498866212999989	62094.2427861153	phoneme_onset_01	"sp"
51.7942556097294	0.249433106600009	62154.1067316753	word_onset_01	"HEARD"
51.7942556097294	0.0997732426999998	62154.1067316753	phoneme_onset_01	"HH"
51.8940288524294	0.0798185940999974	62273.8346229153	phoneme_onset_01	"ER1"
51.9738474465294	0.0698412698000114	62369.6169358353	phoneme_onset_01	"D"
52.0436887163294	0.169614512499993	62453.4264595953	word_onset_01	"HIM"
52.0436887163294	0.0299319727999985	62453.4264595953	phoneme_onset_01	"IH2"
52.0736206891294	0.139682539699994	62489.3448269553	phoneme_onset_01	"M"
52.2133032288294	0.379138321999999	62656.9638745953	word_onset_01	"MENTION"
52.2133032288294	0.0399092970000068	62656.9638745953	phoneme_onset_01	"M"
52.2532125258294	0.0399092970999906	62704.8550309953	phoneme_onset_01	"EH1"
52.2931218229294	0.049886621300005	62752.7461875153	phoneme_onset_01	"N"
52.3430084442294	0.129705215399996	62812.6101330753	phoneme_onset_01	"SH"
52.4727136596294	0.0299319727999985	62968.2563915553	phoneme_onset_01	"AH0"
52.5026456324294	0.0897959184000016	63004.1747589153	phoneme_onset_01	"N"
52.5924415508294	0.2095238095	63111.9298609953	word_onset_01	"HER"
52.5924415508294	0.0698412697999993	63111.9298609953	phoneme_onset_01	"HH"
52.6622828206294	0.139682539700001	63195.7393847553	phoneme_onset_01	"ER0"
52.8019653603294	0.239455782300004	63363.3584323953	word_onset_01	"UNDER"
52.8019653603294	0.0997732426000039	63363.3584323953	phoneme_onset_01	"AH1"
52.9017386029294	0.0399092970999967	63483.0863235153	phoneme_onset_01	"N"
52.9416479000294	0.0299319728000046	63530.9774800353	phoneme_onset_01	"D"
52.9715798728294	0.0698412697999993	63566.8958473953	phoneme_onset_01	"ER0"
53.0414211426294	0.339229025000004	63650.7053711553	word_onset_01	"ANY"
53.0414211426294	0.139682539699994	63650.7053711553	phoneme_onset_01	"EH1"
53.1811036823294	0.0598639456000031	63818.3244187953	phoneme_onset_01	"N"
53.2409676279294	0.139682539700007	63890.1611535153	phoneme_onset_01	"IY0"
53.3806501676294	0.12970521539999	64057.7802011553	word_onset_01	"OTHER"
53.3806501676294	0.0598639454999951	64057.7802011553	phoneme_onset_01	"AH1"
53.4405141131294	0.0399092970999967	64129.6169357553	phoneme_onset_01	"DH"
53.4804234102294	0.0299319727999985	64177.5080922753	phoneme_onset_01	"ER0"
53.5103553830294	0.369160997700007	64213.4264596353	word_onset_01	"NAME"
53.5103553830294	0.0897959182999997	64213.4264596353	phoneme_onset_01	"N"
53.6001513013294	0.129705215500004	64321.1815615953	phoneme_onset_01	"EY1"
53.7298565168294	0.149659863900003	64476.8278201953	phoneme_onset_01	"M"
53.8795163807294	1.177324263	64656.4196568753	word_onset_01	"sp"
53.8795163807294	1.1773241633	64656.4196568753	phoneme_onset_01	"sp"
55.0568406437294	0.149659863999999	66069.2087724753	word_onset_01	"IN"
55.0568406437294	0.0897959184000016	66069.2087724753	phoneme_onset_01	"IH1"
55.1466365621294	0.059863945599997	66176.9638745553	phoneme_onset_01	"N"
55.2065005077294	0.199546485300004	66248.8006092753	word_onset_01	"HIS"
55.2065005077294	0.059863945599997	66248.8006092753	phoneme_onset_01	"HH"
55.2663644533294	0.049886621300005	66320.6373439953	phoneme_onset_01	"IH1"
55.3162510746294	0.0897959184000016	66380.5012895553	phoneme_onset_01	"Z"
55.4060469930294	0.508843537400001	66488.2563916353	word_onset_01	"EYES"
55.4060469930294	0.299319727799993	66488.2563916353	phoneme_onset_01	"AY1"
55.7053667208294	0.209523809600008	66847.4400649953	phoneme_onset_01	"Z"
55.9148905304294	0.0299319727999925	67098.8686365153	word_onset_01	"sp"
55.9148905304294	0.0299319727999925	67098.8686365153	phoneme_onset_01	"sp"
55.9448225032294	0.2095238095	67134.7870038753	word_onset_01	"SHE"
55.9448225032294	0.139682539599999	67134.7870038753	phoneme_onset_01	"SH"
56.0845050428294	0.0698412699000013	67302.4060513953	phoneme_onset_01	"IY1"
56.1543463127294	0.77823129250001	67386.2155752753	word_onset_01	"ECLIPSES"
56.1543463127294	0.049886621300005	67386.2155752753	phoneme_onset_01	"IH0"
56.2042329340294	0.119727891199994	67446.0795208353	phoneme_onset_01	"K"
56.3239608252294	0.0399092970000008	67589.7529902753	phoneme_onset_01	"L"
56.3638701222294	0.049886621300005	67637.6441466753	phoneme_onset_01	"IH1"
56.4137567435294	0.0897959183999895	67697.5080922353	phoneme_onset_01	"P"
56.5035526619294	0.129705215400015	67805.2631943153	phoneme_onset_01	"S"
56.6332578773294	0.12970521539999	67960.9094527953	phoneme_onset_01	"AH0"
56.7629630927294	0.169614512500011	68116.5557112753	phoneme_onset_01	"Z"
56.9325776052294	0.269387755099997	68320.0931262753	word_onset_01	"AND"
56.9325776052294	0.12970521539999	68320.0931262753	phoneme_onset_01	"AE1"
57.0622828206294	0.0997732425999978	68475.7393847553	phoneme_onset_01	"N"
57.1620560632294	0.0399092971000088	68595.4672758753	phoneme_onset_01	"D"
57.2019653603294	0.738321995499997	68643.3584323953	word_onset_01	"PREDOMINATES"
57.2019653603294	0.0698412697999932	68643.3584323953	phoneme_onset_01	"P"
57.2718066301294	0.0299319728000046	68727.1679561553	phoneme_onset_01	"R"
57.3017386029294	0.0299319727999925	68763.0863235153	phoneme_onset_01	"AH0"
57.3316705757294	0.0698412699000013	68799.0046908753	phoneme_onset_01	"D"
57.4015118456294	0.0698412698000054	68882.8142147553	phoneme_onset_01	"AA1"
57.4713531154294	0.0798185941000095	68966.6237385153	phoneme_onset_01	"M"
57.5511717095294	0.0299319727999925	69062.4060514353	phoneme_onset_01	"AH0"
57.5811036823294	0.0698412697999932	69098.3244187953	phoneme_onset_01	"N"
57.6509449521294	0.139682539700007	69182.1339425553	phoneme_onset_01	"EY2"
57.7906274918294	0.0498866212999928	69349.7529901953	phoneme_onset_01	"T"
57.8405141131294	0.0997732427000058	69409.6169357553	phoneme_onset_01	"S"
57.9402873558294	0.0997732425999978	69529.3448269953	word_onset_01	"THE"
57.9402873558294	0.049886621300005	69529.3448269953	phoneme_onset_01	"DH"
57.9901739771294	0.0498866212999928	69589.2087725553	phoneme_onset_01	"AH1"
58.0400605984294	0.508843537400001	69649.0727181153	word_onset_01	"WHOLE"
58.0400605984294	0.159637188199995	69649.0727181153	phoneme_onset_01	"HH"
58.1996977866294	0.169614512499999	69840.6373439553	phoneme_onset_01	"OW1"
58.3693122991294	0.179591836700007	70044.1747589553	phoneme_onset_01	"L"
58.5489041358294	0.0698412699000013	70259.6849629953	word_onset_01	"OF"
58.5489041358294	0.0299319728000046	70259.6849629953	phoneme_onset_01	"AH0"
58.5788361086294	0.0399092970999967	70295.6033303553	phoneme_onset_01	"V"
58.6187454057294	0.0997732425999978	70343.4944868753	word_onset_01	"HER"
58.6187454057294	0.049886621300005	70343.4944868753	phoneme_onset_01	"HH"
58.6686320270294	0.0498866212999928	70403.3584324353	phoneme_onset_01	"ER0"
58.7185186483294	0.588662131499999	70463.2223779953	word_onset_01	"SEX"
58.7185186483294	0.169614512499999	70463.2223779953	phoneme_onset_01	"S"
58.8881331608294	0.119727891099998	70666.7597929953	phoneme_onset_01	"EH1"
59.0078610519294	0.119727891200006	70810.4332623153	phoneme_onset_01	"K"
59.1275889431294	0.179591836699995	70954.1067317553	phoneme_onset_01	"S"
59.3071807798294	0.897959183699992	71169.6169357953	word_onset_01	"sp"
59.3071807798294	0.897959183699992	71169.6169357953	phoneme_onset_01	"sp"
60.2051399635294	0.0897959183000057	72247.1679562353	word_onset_01	"IT"
60.2051399635294	0.0598639456000092	72247.1679562353	phoneme_onset_01	"IH1"
60.2650039091294	0.0299319726999965	72319.0046909553	phoneme_onset_01	"T"
60.2949358818294	0.0997732427000058	72354.9230581953	word_onset_01	"WAS"
60.2949358818294	0.0299319728000046	72354.9230581953	phoneme_onset_01	"W"
60.3248678546294	0.0399092971000088	72390.8414255553	phoneme_onset_01	"AH0"
60.3647771517294	0.0299319727999925	72438.7325820753	phoneme_onset_01	"Z"
60.3947091245294	0.169614512400003	72474.6509494353	word_onset_01	"NOT"
60.3947091245294	0.0299319728000046	72474.6509494353	phoneme_onset_01	"N"
60.4246410973294	0.10975056689999	72510.5693167953	phoneme_onset_01	"AA1"
60.5343916642294	0.0299319727000087	72642.2699970753	phoneme_onset_01	"T"
60.5643236369294	0.10975056689999	72678.1883643153	word_onset_01	"THAT"
60.5643236369294	0.0399092970999967	72678.1883643153	phoneme_onset_01	"DH"
60.6042329340294	0.0399092970999967	72726.0795208353	phoneme_onset_01	"AH0"
60.6441422311294	0.0299319726999965	72773.9706773553	phoneme_onset_01	"T"
60.6740742038294	0.0897959184000016	72809.8890445953	word_onset_01	"HE"
60.6740742038294	0.0299319728000046	72809.8890445953	phoneme_onset_01	"HH"
60.7040061766294	0.059863945599997	72845.8074119553	phoneme_onset_01	"IY1"
60.7638701222294	0.289342403600009	72917.6441466753	word_onset_01	"FELT"
60.7638701222294	0.0997732425999978	72917.6441466753	phoneme_onset_01	"F"
60.8636433648294	0.0299319728000046	73037.3720377953	phoneme_onset_01	"EH1"
60.8935753376294	0.119727891199994	73073.2904051553	phoneme_onset_01	"L"
61.0133032288294	0.0399092970000129	73216.9638745953	phoneme_onset_01	"T"
61.0532125258294	0.159637188199995	73264.8550309953	word_onset_01	"ANY"
61.0532125258294	0.0498866212999928	73264.8550309953	phoneme_onset_01	"EH1"
61.1030991471294	0.0498866214000009	73324.7189765553	phoneme_onset_01	"N"
61.1529857685294	0.0598639455000011	73384.5829222353	phoneme_onset_01	"IY0"
61.2128497140294	0.538775510199994	73456.4196568353	word_onset_01	"EMOTION"
61.2128497140294	0.059863945599997	73456.4196568353	phoneme_onset_01	"IH2"
61.2727136596294	0.129705215400002	73528.2563915553	phoneme_onset_01	"M"
61.4024188750294	0.0897959184000016	73683.9026500353	phoneme_onset_01	"OW1"
61.4922147934294	0.179591836699995	73791.6577521153	phoneme_onset_01	"SH"
61.6718066301294	0.0299319728000046	74007.1679561553	phoneme_onset_01	"AH0"
61.7017386029294	0.0498866212999928	74043.0863235153	phoneme_onset_01	"N"
61.7516252242294	0.389115646300015	74102.9502690753	word_onset_01	"AKIN"
61.7516252242294	0.0299319728000046	74102.9502690753	phoneme_onset_01	"AH0"
61.7815571970294	0.179591836800003	74138.8686364353	phoneme_onset_01	"K"
61.9611490338294	0.0399092970000008	74354.3788405953	phoneme_onset_01	"IH1"
62.0010583308294	0.139682539700007	74402.2699969953	phoneme_onset_01	"N"
62.1407408705294	0.119727891199994	74569.8890446353	word_onset_01	"TO"
62.1407408705294	0.0698412697999932	74569.8890446353	phoneme_onset_01	"T"
62.2105821403294	0.0498866214000009	74653.6985683953	phoneme_onset_01	"AH0"
62.2604687617294	0.239455782300004	74713.5625140753	word_onset_01	"LOVE"
62.2604687617294	0.139682539599999	74713.5625140753	phoneme_onset_01	"L"
62.4001513013294	0.0498866214000009	74881.1815615953	phoneme_onset_01	"AH1"
62.4500379227294	0.049886621300005	74941.0455072753	phoneme_onset_01	"V"
62.4999245440294	0.349206349199994	75000.9094528353	word_onset_01	"FOR"
62.4999245440294	0.159637188199995	75000.9094528353	phoneme_onset_01	"F"
62.6595617322294	0.159637188199995	75192.4740786753	phoneme_onset_01	"AO1"
62.8191989204294	0.0299319728000046	75384.0387045153	phoneme_onset_01	"R"
62.8491308932294	0.409070294800003	75419.9570718753	word_onset_01	"IRENE"
62.8491308932294	0.129705215400002	75419.9570718753	phoneme_onset_01	"AY0"
62.9788361086294	0.109750566900002	75575.6033303553	phoneme_onset_01	"R"
63.0885866755294	0.119727891199994	75707.3040106353	phoneme_onset_01	"IY1"
63.2083145667294	0.049886621300005	75850.9774800753	phoneme_onset_01	"N"
63.2582011880294	0.399092970499999	75910.8414256353	word_onset_01	"ADLER"
63.2582011880294	0.159637188199995	75910.8414256353	phoneme_onset_01	"AE1"
63.4178383762294	0.049886621300005	76102.4060514753	phoneme_onset_01	"D"
63.4677249975294	0.10975056689999	76162.2699970353	phoneme_onset_01	"L"
63.5774755644294	0.0798185941000095	76293.9706773153	phoneme_onset_01	"ER0"
63.6572941585294	0.568707482999998	76389.7529902353	word_onset_01	"sp"
63.6572941585294	0.568707482999998	76389.7529902353	phoneme_onset_01	"sp"
64.2260016415294	0.229478458	77072.2019698353	word_onset_01	"ALL"
64.2260016415294	0.149659863899991	77072.2019698353	phoneme_onset_01	"AO1"
64.3756615054294	0.0798185941000095	77251.7938065153	phoneme_onset_01	"L"
64.4554800995294	0.987755102099994	77347.5761194353	word_onset_01	"EMOTIONS"
64.4554800995294	0.0299319727999925	77347.5761194353	phoneme_onset_01	"IH2"
64.4854120723294	0.159637188199995	77383.4944867953	phoneme_onset_01	"M"
64.6450492605294	0.0997732427000058	77575.0591126353	phoneme_onset_01	"OW1"
64.7448225032294	0.179591836700007	77694.7870038753	phoneme_onset_01	"SH"
64.9244143399294	0.0299319728000046	77910.2972079153	phoneme_onset_01	"AH0"
64.9543463127294	0.2095238095	77946.2155752753	phoneme_onset_01	"N"
65.1638701222294	0.279365079399989	78197.6441466753	phoneme_onset_01	"Z"
65.4432352016294	0.329251700699994	78532.8822419553	word_onset_01	"AND"
65.4432352016294	0.189569161000012	78532.8822419553	phoneme_onset_01	"AE1"
65.6328043626294	0.10975056689999	78760.3652351553	phoneme_onset_01	"N"
65.7425549295294	0.0299319727999925	78892.0659154353	phoneme_onset_01	"D"
65.7724869023294	0.2095238095	78927.9842827953	word_onset_01	"THAT"
65.7724869023294	0.0299319727000087	78927.9842827953	phoneme_onset_01	"DH"
65.8024188750294	0.12970521550001	78963.9026500353	phoneme_onset_01	"AE1"
65.9321240905294	0.0498866212999807	79119.5489086353	phoneme_onset_01	"T"
65.9820107118294	0.249433106600009	79179.4128541953	word_onset_01	"ONE"
65.9820107118294	0.129705215400015	79179.4128541953	phoneme_onset_01	"W"
66.1117159272294	0.0299319727999925	79335.0591126753	phoneme_onset_01	"AH1"
66.1416479000294	0.0897959184000016	79370.9774800353	phoneme_onset_01	"N"
66.2314438184294	0.748299319699994	79478.7325821153	word_onset_01	"PARTICULARLY"
66.2314438184294	0.049886621300005	79478.7325821153	phoneme_onset_01	"P"
66.2813304397294	0.059863945499989	79538.5965276753	phoneme_onset_01	"ER0"
66.3411943852294	0.0997732427000058	79610.4332622753	phoneme_onset_01	"T"
66.4409676279294	0.0399092970000008	79730.1611535153	phoneme_onset_01	"IH1"
66.4808769249294	0.0997732426999937	79778.0523099153	phoneme_onset_01	"K"
66.5806501676294	0.0299319727000087	79897.7802011553	phoneme_onset_01	"Y"
66.6105821403294	0.0299319728000046	79933.6985683953	phoneme_onset_01	"AH0"
66.6405141131294	0.059863945599997	79969.6169357553	phoneme_onset_01	"L"
66.7003780587294	0.0299319728000046	80041.4536704753	phoneme_onset_01	"ER0"
66.7303100315294	0.0897959183999895	80077.3720378353	phoneme_onset_01	"L"
66.8201059499294	0.159637188199995	80185.1271399153	phoneme_onset_01	"IY0"
66.9797431381294	0.488888888900013	80376.6917657553	word_onset_01	"sp"
66.9797431381294	0.488888888900013	80376.6917657553	phoneme_onset_01	"sp"
67.4686320270294	0.229478457999988	80963.3584324353	word_onset_01	"WERE"
67.4686320270294	0.149659863900003	80963.3584324353	phoneme_onset_01	"W"
67.6182918909294	0.0798185940999853	81142.9502691153	phoneme_onset_01	"ER1"
67.6981104850294	0.588662131499999	81238.7325820353	word_onset_01	"ABHORRENT"
67.6981104850294	0.049886621300005	81238.7325820353	phoneme_onset_01	"AE0"
67.7479971063294	0.0798185940999974	81298.5965275953	phoneme_onset_01	"B"
67.8278157004294	0.119727891200006	81394.3788405153	phoneme_onset_01	"HH"
67.9475435916294	0.0997732425999978	81538.0523099553	phoneme_onset_01	"AO1"
68.0473168342294	0.0698412699000013	81657.7802010753	phoneme_onset_01	"R"
68.1171581041294	0.0299319728000046	81741.5897249553	phoneme_onset_01	"AH0"
68.1470900769294	0.109750566799994	81777.5080923153	phoneme_onset_01	"N"
68.2568406437294	0.0299319727999925	81909.2087724753	phoneme_onset_01	"T"
68.2867726165294	0.139682539700007	81945.1271398353	word_onset_01	"TO"
68.2867726165294	0.0798185941000095	81945.1271398353	phoneme_onset_01	"T"
68.3665912106294	0.059863945599997	82040.9094527553	phoneme_onset_01	"IH0"
68.4264551562294	0.189569161000012	82112.7461874753	word_onset_01	"HIS"
68.4264551562294	0.0299319728000046	82112.7461874753	phoneme_onset_01	"HH"
68.4563871290294	0.0399092970999967	82148.6645548353	phoneme_onset_01	"IH1"
68.4962964261294	0.11972789110001	82196.5557113553	phoneme_onset_01	"Z"
68.6160243172294	0.518820861699993	82340.2291806753	word_onset_01	"COLD"
68.6160243172294	0.0997732425999857	82340.2291806753	phoneme_onset_01	"K"
68.7157975598294	0.339229024999998	82459.9570717953	phoneme_onset_01	"OW1"
69.0550265848294	0.049886621300005	82867.0319017953	phoneme_onset_01	"L"
69.1049132061294	0.0299319728000046	82926.8958473553	phoneme_onset_01	"D"
69.1348451789294	0.179591836699995	82962.8142147153	word_onset_01	"sp"
69.1348451789294	0.179591836699995	82962.8142147153	phoneme_onset_01	"sp"
69.3144370156294	0.698412698399989	83178.3244187553	word_onset_01	"PRECISE"
69.3144370156294	0.0798185941000095	83178.3244187553	phoneme_onset_01	"P"
69.3942556097294	0.0299319727999925	83274.1067316753	phoneme_onset_01	"R"
69.4241875825294	0.0299319728000046	83310.0250990353	phoneme_onset_01	"AH0"
69.4541195553294	0.139682539699982	83345.9434663953	phoneme_onset_01	"S"
69.5938020950294	0.199546485300016	83513.5625140353	phoneme_onset_01	"AY1"
69.7933485803294	0.219501133699984	83753.0182963953	phoneme_onset_01	"S"
70.0128497140294	0.169614512500011	84016.4196568353	word_onset_01	"BUT"
70.0128497140294	0.0598639456000092	84016.4196568353	phoneme_onset_01	"B"
70.0727136596294	0.0399092971000088	84088.2563915553	phoneme_onset_01	"AH1"
70.1126229567294	0.0698412697999932	84136.1475480753	phoneme_onset_01	"T"
70.1824642265294	0.658503401399988	84219.9570718353	word_onset_01	"ADMIRABLY"
70.1824642265294	0.219501133800004	84219.9570718353	phoneme_onset_01	"AE1"
70.4019653603294	0.0299319728000046	84483.3584323953	phoneme_onset_01	"D"
70.4318973331294	0.0897959184000016	84519.2767997553	phoneme_onset_01	"M"
70.5216932515294	0.0798185940999974	84627.0319018353	phoneme_onset_01	"ER0"
70.6015118456294	0.0299319728000046	84722.8142147553	phoneme_onset_01	"AH0"
70.6314438184294	0.0598639454999769	84758.7325821153	phoneme_onset_01	"B"
70.6913077639294	0.0698412699000134	84830.5693167153	phoneme_onset_01	"L"
70.7611490338294	0.0798185940999853	84914.3788405953	phoneme_onset_01	"IY0"
70.8409676279294	0.448979591800004	85010.1611535153	word_onset_01	"BALANCED"
70.8409676279294	0.0997732426000099	85010.1611535153	phoneme_onset_01	"B"
70.9407408705294	0.0698412698000175	85129.8890446353	phoneme_onset_01	"AE1"
71.0105821403294	0.0798185941999812	85213.6985683953	phoneme_onset_01	"L"
71.0904007345294	0.0299319727000087	85309.4808814353	phoneme_onset_01	"AH0"
